# Тип задачи: POW
# Формат: основание показатель результат
1.145537767462917 2.872497227368023 1.477421356794974
2.687876521146272 2.851419324289156 16.765866940506292
6.438828576967021 4.827588492670957 8027.618110052976590
4.739445117279494 2.995124209777327 105.654449127797719
1.995616428591009 2.494632491900960 5.605082512672614
4.143572364648833 2.427309010627724 31.518077961026556
7.621739056611890 0.562412448397090 3.133849906654854
0.636932356780852 2.084695362828241 0.390475901310678
6.344889692983259 4.293823651716207 2789.121780529484113
7.474559014748358 1.153115140241012 10.170557349321815
2.554656463544660 4.660915881866811 79.166701476316078
3.286864889406721 3.544208875446275 67.855151954863132
5.287669876790241 4.080185173978117 893.413291082669048
5.423946015603984 1.804330263411484 21.132331947066575
5.868360552615376 0.224164695678710 1.486874564400356
5.589754652246496 3.452213367082314 380.328813413114460
8.035544242724463 0.809152270547861 5.398774428061262
6.964225120459064 2.599145414288724 155.148998485273893
4.846641628732458 2.397569629350719 43.993883890930725
5.781267681715550 3.460313929670244 433.350271263739103
8.081385325536511 3.116188770416261 672.817230611464538
9.084313615882511 2.685720670185343 374.718341930464305
6.627402302802793 2.472137303562551 107.268818178791335
8.990419056974019 0.621084170023616 3.911808801562624
5.575222612022811 0.236642201887681 1.501748245576028
7.887657879863895 1.793202359464413 40.589096749654914
1.592935125070420 1.720814243077505 2.228154754704985
7.681976484561489 0.639540286908657 3.683796572400284
3.892545332600712 0.525321821174986 2.042032412444130
6.428253860044942 2.784935884823414 178.027563326465582
3.639154096359123 4.703031474800393 434.913364855583438
7.826047076952867 3.801337607262750 2492.622677308018410
7.055961320947148 1.877829650369981 39.214255692223539
3.533084118796948 1.915956191864607 11.226361104614115
6.673724409118819 1.907602789299896 37.373795805866422
1.665142355084806 2.090119619775940 2.903085647470729
3.881676761116477 4.968167581573616 844.008706716670872
1.435608836476895 1.636663019182058 1.807237439083069
5.492460792322805 1.546173286795890 13.925407742370046
5.476593099210974 3.757530817556160 595.629046340431614
8.106639703515315 3.158382725048287 742.108332660383667
5.983400387904880 4.291475448808178 2159.004497637540680
9.175570041534883 3.719617531583946 3807.384932788310380
2.355610879095234 1.791975062220431 4.643017115988465
2.912910369983229 3.823547321225109 59.617906566076016
2.575245450554813 1.401075344089254 3.763464739777322
9.088850210438860 1.750090345007471 47.585786538264202
3.391807735729097 0.409047548494334 1.648054588685264
8.890977125088119 2.119679873633630 102.676047250581220
9.834355638853136 2.510198347187490 310.448196642933510
9.738420616998440 1.444211674312899 26.766197163189666
4.861495584930251 2.707408614523096 72.338039062699792
7.692211861470504 4.941861867993967 23918.989175926042662
3.066946291492870 2.103279631489598 10.560370986962567
4.121908104683212 4.410407349750140 516.219120092261164
8.978498356075489 3.916840495566557 5414.356925220071389
5.018052105042099 3.531671330041672 297.892770295930859
8.619182251981709 1.307450866717675 16.713827518693943
5.657510854386645 3.957461775460982 951.669685134448287
5.699121592448564 3.493701233299978 437.086177290146054
8.508064354214810 4.697752438091355 23340.746882622424891
5.182914310036688 0.786973570912659 3.650487578427108
4.340375255126399 3.507414992571714 172.215697935554118
2.521706139563799 1.732096222824724 4.963333804788920
3.896845114836994 1.204200401370507 5.144426962489496
3.373250203792930 3.911176343663570 116.222715321176764
8.120360483414158 4.815956845155126 24014.604360999914206
0.319499776322532 1.852318534333896 0.120815215004710
5.145373243493274 0.736270649570864 3.340376126586216
9.465511161090401 2.389501620096895 215.029399100155757
2.636765329012222 2.821511376366271 15.419062529209718
4.329427892484506 3.064154830190716 89.150056689237360
0.960551052558571 3.665183052341669 0.862847922465099
6.788389994403981 2.297647076644520 81.490413449867276
7.168042770155805 4.379862619705106 5578.752060661916403
2.737372195356229 4.665161674893896 109.706692970083893
7.278343442490771 2.189763708587765 77.205383062013652
4.554720803636352 3.625145762042646 243.792230625846400
8.067344241976375 0.761608932837235 4.904267114964853
6.944325780481840 4.284676500085897 4037.501108904868943
1.027575379588860 4.377627241892165 1.126460407358416
4.830355096092904 1.123641262987634 5.868770046226951
5.221327433745203 3.924067375741074 655.572498592787156
3.344546794038596 1.744935085044040 8.221186688104220
8.482096809831850 1.571284119935587 28.770166327413531
1.806038399707891 1.644131236685715 2.642973733800451
6.830566240731440 1.664827990228776 24.503430095257002
6.102197486534251 2.802802416612720 159.060661426697436
7.029818383590988 1.246839937487699 11.376370697961452
4.710762787250341 1.317237007577321 7.702304522207950
8.267736708769229 3.178840668684044 824.567006122245630
4.558518403751661 0.647459811998962 2.670311198260340
9.248788123361429 3.796919033891479 4657.425120043384595
7.891345458199142 0.927447094748023 6.792976939806313
1.734942226554933 1.718609269004617 2.577730135769014
5.008231824829057 4.437185480177503 1272.417299927156137
2.299776392735450 0.519892526712633 1.541834099916394
9.112379504782250 1.179531703670085 13.549277272719621
8.115356781958061 0.102056349196124 1.238227986597726
4.392126084542407 4.479812327409333 756.941796488553791
6.528043792476957 4.059440032446584 2030.312872443373635
8.757436398811885 4.931481484783343 44393.019675546769577
9.656216659311021 4.790895317569969 52252.521499939786736
1.571248255853808 2.305232607612945 2.833935306493252
5.320360281784761 0.611770176377466 2.780411522950564
3.631944624704365 3.243627452829431 65.596844135923675
5.685271399766709 3.611849617278336 532.166875501511299
4.939187157117931 2.454191059731069 50.392172805535502
